machine,station_id,station_type,day,shift,planned_min,running_min,total_units,good_units,availability,performance,quality,oee
M1,ST5,Welding,2025-01-19,A,480,201,1156,1153,0.41875,0.9585406301824212,0.9974048442906575,0.40034722222222224
M1,ST6,Cooling_System,2025-01-19,A,480,202,1156,1152,0.42083333333333334,0.9537953795379538,0.9965397923875432,0.4
M1,ST7,Inspection,2025-01-19,A,480,203,1156,1149,0.42291666666666666,0.9490968801313628,0.9939446366782007,0.3989583333333333
M1,ST8,Packaging,2025-01-19,A,480,203,1156,1150,0.42291666666666666,0.9490968801313628,0.9948096885813149,0.3993055555555555
M1,ST1,Robotics,2025-01-19,B,480,163,878,875,0.33958333333333335,0.8977505112474438,0.9965831435079726,0.3038194444444445
M1,ST2,CNC,2025-01-19,B,480,163,884,882,0.33958333333333335,0.9038854805725971,0.997737556561086,0.30625
M1,ST3,Robotics,2025-01-19,B,480,159,875,873,0.33125,0.9171907756813418,0.9977142857142857,0.30312500000000003
M1,ST4,Assembly,2025-01-19,B,480,156,867,867,0.325,0.9262820512820513,1.0,0.3010416666666667
M1,ST5,Welding,2025-01-19,B,480,159,859,857,0.33125,0.90041928721174,0.9976717112922002,0.29756944444444444
M1,ST6,Cooling_System,2025-01-19,B,480,161,851,847,0.33541666666666664,0.8809523809523809,0.9952996474735605,0.2940972222222222
M1,ST7,Inspection,2025-01-19,B,480,165,842,841,0.34375,0.8505050505050505,0.998812351543943,0.2920138888888889
M1,ST8,Packaging,2025-01-19,B,480,163,834,832,0.33958333333333335,0.852760736196319,0.9976019184652278,0.2888888888888889
M1,ST1,Robotics,2025-01-19,C,480,137,807,803,0.28541666666666665,0.9817518248175182,0.9950433705080545,0.27881944444444445
M1,ST2,CNC,2025-01-19,C,480,136,808,807,0.2833333333333333,0.9901960784313726,0.9987623762376238,0.28020833333333334
M1,ST3,Robotics,2025-01-19,C,480,138,809,806,0.2875,0.9770531400966184,0.9962917181705809,0.2798611111111111
M1,ST4,Assembly,2025-01-19,C,480,142,815,812,0.29583333333333334,0.9565727699530516,0.996319018404908,0.28194444444444444
M1,ST5,Welding,2025-01-19,C,480,143,823,815,0.29791666666666666,0.9592074592074592,0.9902794653705954,0.2829861111111111
M1,ST6,Cooling_System,2025-01-19,C,480,144,831,829,0.3,0.9618055555555556,0.9975932611311673,0.2878472222222222
M1,ST7,Inspection,2025-01-19,C,480,151,852,849,0.3145833333333333,0.9403973509933775,0.9964788732394366,0.2947916666666667
M1,ST8,Packaging,2025-01-19,C,480,149,859,855,0.3104166666666667,0.9608501118568232,0.9953434225844005,0.296875
M1,ST1,Robotics,2025-01-20,A,480,171,1000,999,0.35625,0.9746588693957114,0.999,0.346875
M1,ST2,CNC,2025-01-20,A,480,173,1000,994,0.36041666666666666,0.9633911368015414,0.994,0.3451388888888889
M1,ST3,Robotics,2025-01-20,A,480,171,1000,993,0.35625,0.9746588693957114,0.993,0.34479166666666666
M1,ST4,Assembly,2025-01-20,A,480,176,1015,1011,0.36666666666666664,0.9611742424242424,0.9960591133004926,0.35104166666666664
M1,ST5,Welding,2025-01-20,A,480,178,1030,1022,0.37083333333333335,0.9644194756554307,0.9922330097087378,0.3548611111111111
M1,ST6,Cooling_System,2025-01-20,A,480,180,1045,1041,0.375,0.9675925925925926,0.9961722488038277,0.3614583333333333
M1,ST7,Inspection,2025-01-20,A,480,181,1060,1055,0.3770833333333333,0.9760589318600368,0.9952830188679245,0.3663194444444444
M1,ST8,Packaging,2025-01-20,A,480,176,1060,1055,0.36666666666666664,1.0,0.9952830188679245,0.36493710691823894
M1,ST1,Robotics,2025-01-20,B,480,173,977,974,0.36041666666666666,0.941233140655106,0.9969293756397134,0.33819444444444446
M1,ST2,CNC,2025-01-20,B,480,179,983,981,0.3729166666666667,0.9152700186219739,0.9979654120040692,0.340625
M1,ST3,Robotics,2025-01-20,B,480,186,998,996,0.3875,0.8942652329749103,0.9979959919839679,0.3458333333333333
M1,ST4,Assembly,2025-01-20,B,480,184,998,995,0.38333333333333336,0.9039855072463768,0.996993987975952,0.34548611111111116
M1,ST5,Welding,2025-01-20,B,480,182,998,994,0.37916666666666665,0.9139194139194139,0.9959919839679359,0.3451388888888889
M1,ST6,Cooling_System,2025-01-20,B,480,180,998,993,0.375,0.924074074074074,0.9949899799599199,0.34479166666666666
M1,ST7,Inspection,2025-01-20,B,480,181,998,991,0.3770833333333333,0.9189686924493554,0.9929859719438878,0.3440972222222222
M1,ST8,Packaging,2025-01-20,B,480,181,998,991,0.3770833333333333,0.9189686924493554,0.9929859719438878,0.3440972222222222
M1,ST1,Robotics,2025-01-20,C,480,199,1095,1087,0.41458333333333336,0.9170854271356784,0.9926940639269406,0.3774305555555556
M1,ST2,CNC,2025-01-20,C,480,198,1081,1078,0.4125,0.9099326599326599,0.9972247918593895,0.37430555555555556
M1,ST3,Robotics,2025-01-20,C,480,199,1074,1070,0.41458333333333336,0.8994974874371859,0.9962756052141527,0.3715277777777778
M1,ST4,Assembly,2025-01-20,C,480,196,1061,1058,0.4083333333333333,0.9022108843537415,0.9971724787935909,0.36736111111111114
M1,ST5,Welding,2025-01-20,C,480,190,1047,1043,0.3958333333333333,0.9184210526315789,0.9961795606494747,0.36215277777777777
M1,ST6,Cooling_System,2025-01-20,C,480,186,1032,1029,0.3875,0.9247311827956989,0.997093023255814,0.3572916666666667
M1,ST7,Inspection,2025-01-20,C,480,184,1018,1012,0.38333333333333336,0.9221014492753623,0.9941060903732809,0.3513888888888889
M1,ST8,Packaging,2025-01-20,C,480,183,1019,1016,0.38125,0.9280510018214936,0.9970559371933267,0.35277777777777775
M1,ST1,Robotics,2025-01-21,A,480,219,1304,1301,0.45625,0.9923896499238964,0.9976993865030674,0.45173611111111106
M1,ST2,CNC,2025-01-21,A,480,215,1289,1285,0.4479166666666667,0.9992248062015504,0.9968968192397207,0.4461805555555556
M1,ST3,Robotics,2025-01-21,A,480,213,1289,1283,0.44375,1.0,0.9953452288595811,0.4416844453064391
M1,ST4,Assembly,2025-01-21,A,480,213,1289,1288,0.44375,1.0,0.9992242048099301,0.4434057408844065
M1,ST5,Welding,2025-01-21,A,480,216,1287,1281,0.45,0.9930555555555556,0.9953379953379954,0.4447916666666667
M1,ST6,Cooling_System,2025-01-21,A,480,223,1287,1285,0.46458333333333335,0.9618834080717489,0.9984459984459985,0.4461805555555556
M1,ST7,Inspection,2025-01-21,A,480,213,1210,1202,0.44375,0.94679186228482,0.9933884297520661,0.4173611111111111
M1,ST8,Packaging,2025-01-21,A,480,223,1257,1254,0.46458333333333335,0.9394618834080718,0.9976133651551312,0.43541666666666673
M1,ST1,Robotics,2025-01-21,B,480,188,1105,1099,0.39166666666666666,0.9796099290780141,0.9945701357466064,0.3815972222222222
M1,ST2,CNC,2025-01-21,B,480,193,1120,1114,0.40208333333333335,0.9671848013816926,0.9946428571428572,0.38680555555555557
M1,ST3,Robotics,2025-01-21,B,480,196,1120,1114,0.4083333333333333,0.9523809523809523,0.9946428571428572,0.3868055555555555
M1,ST4,Assembly,2025-01-21,B,480,200,1120,1115,0.4166666666666667,0.9333333333333333,0.9955357142857143,0.3871527777777778
M1,ST5,Welding,2025-01-21,B,480,205,1122,1119,0.4270833333333333,0.9121951219512195,0.9973262032085561,0.3885416666666667
M1,ST6,Cooling_System,2025-01-21,B,480,208,1122,1117,0.43333333333333335,0.8990384615384616,0.9955436720142602,0.38784722222222223
M1,ST7,Inspection,2025-01-21,B,480,215,1137,1134,0.4479166666666667,0.8813953488372093,0.9973614775725593,0.39375
M1,ST8,Packaging,2025-01-21,B,480,215,1152,1144,0.4479166666666667,0.8930232558139535,0.9930555555555556,0.39722222222222225
M1,ST1,Robotics,2025-01-21,C,480,150,818,816,0.3125,0.9088888888888889,0.9975550122249389,0.2833333333333333
M1,ST2,CNC,2025-01-21,C,480,149,823,820,0.3104166666666667,0.9205816554809844,0.9963547995139733,0.28472222222222227
M1,ST3,Robotics,2025-01-21,C,480,151,823,820,0.3145833333333333,0.9083885209713024,0.9963547995139733,0.2847222222222222
M1,ST4,Assembly,2025-01-21,C,480,153,809,805,0.31875,0.8812636165577342,0.9950556242274413,0.2795138888888889
M1,ST5,Welding,2025-01-21,C,480,154,809,808,0.32083333333333336,0.8755411255411255,0.9987639060568603,0.28055555555555556
M1,ST6,Cooling_System,2025-01-21,C,480,151,809,809,0.3145833333333333,0.8929359823399559,1.0,0.2809027777777778
M1,ST7,Inspection,2025-01-21,C,480,153,809,804,0.31875,0.8812636165577342,0.9938195302843016,0.2791666666666667
M1,ST8,Packaging,2025-01-21,C,480,150,809,806,0.3125,0.8988888888888888,0.9962917181705809,0.2798611111111111
M1,ST1,Robotics,2025-01-22,A,480,230,1400,1396,0.4791666666666667,1.0,0.9971428571428571,0.477797619047619
M1,ST2,CNC,2025-01-22,A,480,228,1400,1395,0.475,1.0,0.9964285714285714,0.47330357142857143
M1,ST3,Robotics,2025-01-22,A,480,230,1407,1403,0.4791666666666667,1.0,0.9971570717839374,0.47780443022980335
M1,ST4,Assembly,2025-01-22,A,480,234,1407,1403,0.4875,1.0,0.9971570717839374,0.4861140724946695
M1,ST5,Welding,2025-01-22,A,480,239,1392,1387,0.4979166666666667,0.9707112970711297,0.9964080459770115,0.48159722222222223
M1,ST6,Cooling_System,2025-01-22,A,480,242,1392,1390,0.5041666666666667,0.9586776859504132,0.9985632183908046,0.4826388888888889
M1,ST7,Inspection,2025-01-22,A,480,244,1392,1386,0.5083333333333333,0.9508196721311475,0.9956896551724138,0.48124999999999996
M1,ST8,Packaging,2025-01-22,A,480,243,1392,1387,0.50625,0.9547325102880658,0.9964080459770115,0.4815972222222222
M1,ST1,Robotics,2025-01-22,B,480,147,896,894,0.30625,1.0,0.9977678571428571,0.30556640625000003
M1,ST2,CNC,2025-01-22,B,480,147,896,893,0.30625,1.0,0.9966517857142857,0.305224609375
M1,ST3,Robotics,2025-01-22,B,480,148,889,886,0.30833333333333335,1.0,0.9966254218222722,0.3072928383952006
M1,ST4,Assembly,2025-01-22,B,480,154,904,903,0.32083333333333336,0.9783549783549783,0.9988938053097345,0.31354166666666666
M1,ST5,Welding,2025-01-22,B,480,157,919,915,0.32708333333333334,0.975583864118896,0.9956474428726877,0.31770833333333337
M1,ST6,Cooling_System,2025-01-22,B,480,160,919,917,0.3333333333333333,0.9572916666666667,0.9978237214363439,0.31840277777777776
M1,ST7,Inspection,2025-01-22,B,480,167,919,916,0.34791666666666665,0.9171656686626747,0.9967355821545157,0.31805555555555554
M1,ST8,Packaging,2025-01-22,B,480,168,919,914,0.35,0.9117063492063492,0.9945593035908596,0.3173611111111111
M1,ST1,Robotics,2025-01-22,C,480,152,860,856,0.31666666666666665,0.9429824561403509,0.9953488372093023,0.2972222222222222
M1,ST2,CNC,2025-01-22,C,480,155,870,868,0.3229166666666667,0.9354838709677419,0.9977011494252873,0.3013888888888889
M1,ST3,Robotics,2025-01-22,C,480,152,870,866,0.31666666666666665,0.9539473684210527,0.9954022988505747,0.30069444444444443
M1,ST4,Assembly,2025-01-22,C,480,150,869,866,0.3125,0.9655555555555555,0.996547756041427,0.30069444444444443
M1,ST5,Welding,2025-01-22,C,480,148,869,866,0.30833333333333335,0.9786036036036037,0.996547756041427,0.3006944444444445
M1,ST6,Cooling_System,2025-01-22,C,480,147,869,865,0.30625,0.9852607709750567,0.9953970080552359,0.30034722222222227
M1,ST7,Inspection,2025-01-22,C,480,146,869,866,0.30416666666666664,0.9920091324200914,0.996547756041427,0.30069444444444443
M1,ST8,Packaging,2025-01-22,C,480,146,869,866,0.30416666666666664,0.9920091324200914,0.996547756041427,0.30069444444444443
M1,ST1,Robotics,2025-01-23,A,480,188,1043,1039,0.39166666666666666,0.924645390070922,0.9961649089165868,0.3607638888888889
M1,ST2,CNC,2025-01-23,A,480,187,1037,1034,0.38958333333333334,0.9242424242424242,0.9971070395371263,0.3590277777777778
M1,ST3,Robotics,2025-01-23,A,480,184,1031,1024,0.38333333333333336,0.9338768115942029,0.9932104752667313,0.35555555555555557
M1,ST4,Assembly,2025-01-23,A,480,184,1031,1029,0.38333333333333336,0.9338768115942029,0.9980601357904947,0.3572916666666667
M1,ST5,Welding,2025-01-23,A,480,182,1031,1030,0.37916666666666665,0.9441391941391941,0.9990300678952473,0.35763888888888884
M1,ST6,Cooling_System,2025-01-23,A,480,178,1031,1029,0.37083333333333335,0.9653558052434457,0.9980601357904947,0.3572916666666667
M1,ST7,Inspection,2025-01-23,A,480,180,1031,1026,0.375,0.9546296296296296,0.9951503394762367,0.35625
M1,ST8,Packaging,2025-01-23,A,480,181,1031,1027,0.3770833333333333,0.9493554327808471,0.9961202715809894,0.35659722222222223
M1,ST1,Robotics,2025-01-23,B,480,226,1364,1361,0.4708333333333333,1.0,0.9978005865102639,0.4697977761485826
M1,ST2,CNC,2025-01-23,B,480,232,1370,1368,0.48333333333333334,0.9841954022988506,0.9985401459854014,0.47500000000000003
M1,ST3,Robotics,2025-01-23,B,480,236,1385,1379,0.49166666666666664,0.9781073446327684,0.9956678700361011,0.47881944444444446
M1,ST4,Assembly,2025-01-23,B,480,238,1378,1372,0.49583333333333335,0.9649859943977591,0.9956458635703919,0.4763888888888889
M1,ST5,Welding,2025-01-23,B,480,240,1371,1361,0.5,0.9520833333333333,0.9927060539752006,0.47256944444444443
M1,ST6,Cooling_System,2025-01-23,B,480,242,1361,1355,0.5041666666666667,0.9373278236914601,0.9955914768552535,0.4704861111111111
M1,ST7,Inspection,2025-01-23,B,480,240,1350,1348,0.5,0.9375,0.9985185185185185,0.46805555555555556
M1,ST8,Packaging,2025-01-23,B,480,234,1350,1343,0.4875,0.9615384615384616,0.9948148148148148,0.46631944444444445
M1,ST1,Robotics,2025-01-23,C,480,191,1014,1011,0.39791666666666664,0.8848167539267016,0.9970414201183432,0.35104166666666664
M1,ST2,CNC,2025-01-23,C,480,187,1014,1010,0.38958333333333334,0.9037433155080213,0.9960552268244576,0.3506944444444444
M1,ST3,Robotics,2025-01-23,C,480,185,1005,1001,0.3854166666666667,0.9054054054054054,0.9960199004975124,0.34756944444444443
M1,ST4,Assembly,2025-01-23,C,480,190,1012,1008,0.3958333333333333,0.887719298245614,0.9960474308300395,0.35
M1,ST5,Welding,2025-01-23,C,480,192,1019,1019,0.4,0.8845486111111112,1.0,0.35381944444444446
M1,ST6,Cooling_System,2025-01-23,C,480,187,1029,1028,0.38958333333333334,0.9171122994652406,0.9990281827016521,0.35694444444444445
M1,ST7,Inspection,2025-01-23,C,480,188,1040,1038,0.39166666666666666,0.9219858156028369,0.9980769230769231,0.36041666666666666
M1,ST8,Packaging,2025-01-23,C,480,187,1034,1032,0.38958333333333334,0.9215686274509803,0.9980657640232108,0.35833333333333334
M1,ST1,Robotics,2025-01-24,A,480,222,1306,1300,0.4625,0.9804804804804805,0.9954058192955589,0.45138888888888895
M1,ST2,CNC,2025-01-24,A,480,222,1304,1301,0.4625,0.978978978978979,0.9976993865030674,0.45173611111111117
M1,ST3,Robotics,2025-01-24,A,480,227,1319,1316,0.47291666666666665,0.9684287812041116,0.9977255496588324,0.45694444444444443
M1,ST4,Assembly,2025-01-24,A,480,233,1328,1326,0.48541666666666666,0.949928469241774,0.9984939759036144,0.4604166666666667
M1,ST5,Welding,2025-01-24,A,480,231,1336,1334,0.48125,0.963924963924964,0.9985029940119761,0.46319444444444446
M1,ST6,Cooling_System,2025-01-24,A,480,232,1337,1333,0.48333333333333334,0.9604885057471264,0.9970082273747195,0.46284722222222224
M1,ST7,Inspection,2025-01-24,A,480,233,1337,1327,0.48541666666666666,0.9563662374821174,0.9925205684367988,0.4607638888888889
M1,ST8,Packaging,2025-01-24,A,480,228,1337,1334,0.475,0.9773391812865497,0.9977561705310396,0.46319444444444446
M1,ST1,Robotics,2025-01-24,B,480,245,1336,1334,0.5104166666666666,0.908843537414966,0.9985029940119761,0.46319444444444446
M1,ST2,CNC,2025-01-24,B,480,247,1349,1344,0.5145833333333333,0.9102564102564102,0.9962935507783544,0.4666666666666666
M1,ST3,Robotics,2025-01-24,B,480,246,1349,1342,0.5125,0.9139566395663956,0.9948109710896961,0.4659722222222222
M1,ST4,Assembly,2025-01-24,B,480,250,1349,1343,0.5208333333333334,0.8993333333333333,0.9955522609340252,0.4663194444444444
M1,ST5,Welding,2025-01-24,B,480,248,1349,1344,0.5166666666666667,0.9065860215053764,0.9962935507783544,0.46666666666666673
M1,ST6,Cooling_System,2025-01-24,B,480,245,1334,1332,0.5104166666666666,0.9074829931972789,0.9985007496251874,0.46249999999999997
M1,ST7,Inspection,2025-01-24,B,480,241,1319,1315,0.5020833333333333,0.9121715076071922,0.9969673995451099,0.4565972222222222
M1,ST8,Packaging,2025-01-24,B,480,237,1304,1298,0.49375,0.9170182841068917,0.995398773006135,0.45069444444444445
M1,ST1,Robotics,2025-01-24,C,480,165,947,945,0.34375,0.9565656565656566,0.9978880675818373,0.328125
M1,ST2,CNC,2025-01-24,C,480,163,927,926,0.33958333333333335,0.9478527607361963,0.9989212513484358,0.3215277777777778
M1,ST3,Robotics,2025-01-24,C,480,159,903,901,0.33125,0.9465408805031447,0.9977851605758582,0.3128472222222222
M1,ST4,Assembly,2025-01-24,C,480,156,886,885,0.325,0.9465811965811965,0.9988713318284425,0.3072916666666667
M1,ST5,Welding,2025-01-24,C,480,149,871,868,0.3104166666666667,0.9742729306487695,0.9965556831228473,0.3013888888888889
M1,ST6,Cooling_System,2025-01-24,C,480,156,884,882,0.325,0.9444444444444444,0.997737556561086,0.30625
M1,ST7,Inspection,2025-01-24,C,480,157,893,884,0.32708333333333334,0.9479830148619958,0.9899216125419933,0.30694444444444446
M1,ST8,Packaging,2025-01-24,C,480,160,914,911,0.3333333333333333,0.9520833333333333,0.9967177242888403,0.31631944444444443
M1,ST1,Robotics,2025-01-25,A,480,240,1491,1486,0.5,1.0,0.9966465459423206,0.4983232729711603
M1,ST2,CNC,2025-01-25,A,480,242,1493,1486,0.5041666666666667,1.0,0.9953114534494307,0.5018028577807546
M1,ST3,Robotics,2025-01-25,A,480,247,1503,1499,0.5145833333333333,1.0,0.9973386560212908,0.5132138500776225
M1,ST4,Assembly,2025-01-25,A,480,255,1518,1515,0.53125,0.9921568627450981,0.9980237154150198,0.5260416666666667
M1,ST5,Welding,2025-01-25,A,480,255,1518,1513,0.53125,0.9921568627450981,0.9967061923583662,0.5253472222222222
M1,ST6,Cooling_System,2025-01-25,A,480,254,1508,1503,0.5291666666666667,0.989501312335958,0.996684350132626,0.5218750000000001
M1,ST7,Inspection,2025-01-25,A,480,255,1499,1494,0.53125,0.9797385620915032,0.9966644429619747,0.5187499999999999
M1,ST8,Packaging,2025-01-25,A,480,255,1498,1495,0.53125,0.9790849673202614,0.9979973297730307,0.5190972222222221
M1,ST1,Robotics,2025-01-25,B,480,194,1165,1157,0.4041666666666667,1.0,0.9931330472103004,0.4013912732474964
M1,ST2,CNC,2025-01-25,B,480,196,1158,1155,0.4083333333333333,0.9846938775510204,0.9974093264248705,0.4010416666666667
M1,ST3,Robotics,2025-01-25,B,480,198,1143,1139,0.4125,0.9621212121212122,0.9965004374453194,0.3954861111111111
M1,ST4,Assembly,2025-01-25,B,480,198,1128,1125,0.4125,0.9494949494949495,0.9973404255319149,0.390625
M1,ST5,Welding,2025-01-25,B,480,188,1113,1108,0.39166666666666666,0.9867021276595744,0.995507637017071,0.3847222222222222
M1,ST6,Cooling_System,2025-01-25,B,480,192,1123,1113,0.4,0.9748263888888888,0.9910952804986642,0.3864583333333333
M1,ST7,Inspection,2025-01-25,B,480,194,1132,1130,0.4041666666666667,0.9725085910652921,0.9982332155477032,0.3923611111111111
M1,ST8,Packaging,2025-01-25,B,480,194,1133,1130,0.4041666666666667,0.9733676975945017,0.9973521624007061,0.3923611111111111
M1,ST1,Robotics,2025-01-25,C,480,111,626,623,0.23125,0.93993993993994,0.9952076677316294,0.21631944444444445
M1,ST2,CNC,2025-01-25,C,480,115,640,639,0.23958333333333334,0.927536231884058,0.9984375,0.22187500000000002
M1,ST3,Robotics,2025-01-25,C,480,115,654,653,0.23958333333333334,0.9478260869565217,0.9984709480122325,0.2267361111111111
M1,ST4,Assembly,2025-01-25,C,480,117,662,659,0.24375,0.9430199430199431,0.9954682779456193,0.22881944444444446
M1,ST5,Welding,2025-01-25,C,480,120,684,678,0.25,0.95,0.9912280701754386,0.23541666666666666
M1,ST6,Cooling_System,2025-01-25,C,480,120,682,678,0.25,0.9472222222222222,0.9941348973607038,0.23541666666666666
M1,ST7,Inspection,2025-01-25,C,480,125,678,677,0.2604166666666667,0.904,0.9985250737463127,0.23506944444444447
M1,ST8,Packaging,2025-01-25,C,480,122,678,675,0.25416666666666665,0.9262295081967213,0.995575221238938,0.234375
M1,ST1,Robotics,2025-01-26,A,480,144,825,822,0.3,0.9548611111111112,0.9963636363636363,0.28541666666666665
M1,ST2,CNC,2025-01-26,A,480,144,827,826,0.3,0.9571759259259259,0.9987908101571947,0.28680555555555554
M1,ST3,Robotics,2025-01-26,A,480,145,828,826,0.3020833333333333,0.9517241379310345,0.9975845410628019,0.28680555555555554
M1,ST4,Assembly,2025-01-26,A,480,145,819,814,0.3020833333333333,0.9413793103448276,0.9938949938949939,0.2826388888888889
M1,ST5,Welding,2025-01-26,A,480,147,825,819,0.30625,0.935374149659864,0.9927272727272727,0.28437500000000004
M1,ST6,Cooling_System,2025-01-26,A,480,154,832,826,0.32083333333333336,0.9004329004329005,0.9927884615384616,0.2868055555555556
M1,ST7,Inspection,2025-01-26,A,480,147,765,760,0.30625,0.8673469387755102,0.9934640522875817,0.2638888888888889
M1,ST8,Packaging,2025-01-26,A,480,154,834,834,0.32083333333333336,0.9025974025974026,1.0,0.28958333333333336
M1,ST1,Robotics,2025-01-26,B,480,141,831,829,0.29375,0.9822695035460993,0.9975932611311673,0.28784722222222225
M1,ST2,CNC,2025-01-26,B,480,140,824,821,0.2916666666666667,0.9809523809523809,0.9963592233009708,0.28506944444444443
M1,ST3,Robotics,2025-01-26,B,480,142,833,831,0.29583333333333334,0.9776995305164319,0.9975990396158463,0.28854166666666664
M1,ST4,Assembly,2025-01-26,B,480,143,842,840,0.29791666666666666,0.9813519813519813,0.997624703087886,0.29166666666666663
M1,ST5,Welding,2025-01-26,B,480,144,849,847,0.3,0.9826388888888888,0.9976442873969376,0.2940972222222222
M1,ST6,Cooling_System,2025-01-26,B,480,142,857,855,0.29583333333333334,1.0,0.9976662777129521,0.29514294049008166
M1,ST7,Inspection,2025-01-26,B,480,142,857,852,0.29583333333333334,1.0,0.9941656942823804,0.2941073512252042
M1,ST8,Packaging,2025-01-26,B,480,142,858,854,0.29583333333333334,1.0,0.9953379953379954,0.294454156954157
M1,ST1,Robotics,2025-01-26,C,480,212,1223,1218,0.44166666666666665,0.9614779874213837,0.9959116925592805,0.42291666666666666
M1,ST2,CNC,2025-01-26,C,480,219,1228,1220,0.45625,0.9345509893455098,0.993485342019544,0.4236111111111111
M1,ST3,Robotics,2025-01-26,C,480,218,1218,1214,0.45416666666666666,0.9311926605504587,0.9967159277504105,0.4215277777777778
M1,ST4,Assembly,2025-01-26,C,480,215,1218,1215,0.4479166666666667,0.9441860465116279,0.9975369458128078,0.421875
M1,ST5,Welding,2025-01-26,C,480,215,1205,1205,0.4479166666666667,0.9341085271317829,1.0,0.4184027777777778
M1,ST6,Cooling_System,2025-01-26,C,480,211,1193,1188,0.4395833333333333,0.9423380726698263,0.9958088851634534,0.41250000000000003
M1,ST7,Inspection,2025-01-26,C,480,212,1203,1196,0.44166666666666665,0.9457547169811321,0.9941812136325852,0.4152777777777778
M1,ST8,Packaging,2025-01-26,C,480,211,1200,1195,0.4395833333333333,0.9478672985781991,0.9958333333333333,0.4149305555555556
M1,ST1,Robotics,2025-01-27,A,480,203,1228,1225,0.42291666666666666,1.0,0.997557003257329,0.4218834826275787
M1,ST2,CNC,2025-01-27,A,480,203,1234,1228,0.42291666666666666,1.0,0.9951377633711507,0.4208603457590491
M1,ST3,Robotics,2025-01-27,A,480,205,1236,1229,0.4270833333333333,1.0,0.9943365695792881,0.42466457659115425
M1,ST4,Assembly,2025-01-27,A,480,211,1242,1240,0.4395833333333333,0.981042654028436,0.998389694041868,0.4305555555555556
M1,ST5,Welding,2025-01-27,A,480,210,1227,1224,0.4375,0.9738095238095238,0.9975550122249389,0.425
M1,ST6,Cooling_System,2025-01-27,A,480,210,1212,1209,0.4375,0.9619047619047619,0.9975247524752475,0.4197916666666667
M1,ST7,Inspection,2025-01-27,A,480,213,1212,1209,0.44375,0.9483568075117371,0.9975247524752475,0.4197916666666667
M1,ST8,Packaging,2025-01-27,A,480,214,1212,1209,0.44583333333333336,0.9439252336448598,0.9975247524752475,0.4197916666666667
M1,ST1,Robotics,2025-01-27,B,480,190,1085,1083,0.3958333333333333,0.9517543859649122,0.9981566820276497,0.37604166666666666
M1,ST2,CNC,2025-01-27,B,480,191,1079,1077,0.39791666666666664,0.9415357766143106,0.9981464318813716,0.37395833333333334
M1,ST3,Robotics,2025-01-27,B,480,186,1064,1057,0.3875,0.953405017921147,0.993421052631579,0.3670138888888889
M1,ST4,Assembly,2025-01-27,B,480,180,1058,1057,0.375,0.9796296296296296,0.999054820415879,0.3670138888888889
M1,ST5,Welding,2025-01-27,B,480,181,1065,1060,0.3770833333333333,0.9806629834254144,0.9953051643192489,0.3680555555555555
M1,ST6,Cooling_System,2025-01-27,B,480,177,1080,1074,0.36875,1.0,0.9944444444444445,0.3667013888888889
M1,ST7,Inspection,2025-01-27,B,480,179,1079,1077,0.3729166666666667,1.0,0.9981464318813716,0.3722254402224282
M1,ST8,Packaging,2025-01-27,B,480,180,1079,1078,0.375,0.9990740740740741,0.9990732159406858,0.37430555555555556
M1,ST1,Robotics,2025-01-27,C,480,296,1792,1787,0.6166666666666667,1.0,0.9972098214285714,0.614946056547619
M1,ST2,CNC,2025-01-27,C,480,301,1786,1778,0.6270833333333333,0.9889258028792912,0.9955207166853304,0.6173611111111111
M1,ST3,Robotics,2025-01-27,C,480,301,1795,1786,0.6270833333333333,0.9939091915836102,0.9949860724233983,0.6201388888888889
M1,ST4,Assembly,2025-01-27,C,480,299,1795,1788,0.6229166666666667,1.0,0.996100278551532,0.6204874651810585
M1,ST5,Welding,2025-01-27,C,480,300,1802,1794,0.625,1.0,0.9955604883462819,0.6222253052164262
M1,ST6,Cooling_System,2025-01-27,C,480,297,1800,1796,0.61875,1.0,0.9977777777777778,0.617375
M1,ST7,Inspection,2025-01-27,C,480,293,1769,1755,0.6104166666666667,1.0,0.9920859242509893,0.6055857829282081
M1,ST8,Packaging,2025-01-27,C,480,296,1801,1790,0.6166666666666667,1.0,0.9938922820655192,0.6129002406070702
M1,ST1,Robotics,2025-01-28,A,480,164,828,825,0.3416666666666667,0.8414634146341463,0.9963768115942029,0.2864583333333333
M1,ST2,CNC,2025-01-28,A,480,168,835,833,0.35,0.8283730158730159,0.9976047904191617,0.28923611111111114
M1,ST3,Robotics,2025-01-28,A,480,171,841,837,0.35625,0.8196881091617934,0.995243757431629,0.290625
M1,ST4,Assembly,2025-01-28,A,480,163,826,824,0.33958333333333335,0.8445807770961146,0.9975786924939467,0.28611111111111115
M1,ST5,Welding,2025-01-28,A,480,161,811,806,0.33541666666666664,0.839544513457557,0.9938347718865598,0.2798611111111111
M1,ST6,Cooling_System,2025-01-28,A,480,156,811,807,0.325,0.8664529914529915,0.9950678175092479,0.28020833333333334
M1,ST7,Inspection,2025-01-28,A,480,149,796,793,0.3104166666666667,0.8903803131991052,0.9962311557788944,0.27534722222222224
M1,ST8,Packaging,2025-01-28,A,480,144,781,779,0.3,0.9039351851851852,0.9974391805377721,0.2704861111111111
